Name,Title,Description
Political Science (POLS),POLS 4400.  International Organization and Law.  3 Hours.,"Readings, cases, lectures and research on the functioning of the legal structures in the international system with spe- cial emphasis on the relation between law and politics."
Political Science (POLS),POLS 4410.  American Foreign Policy.  3 Hours.,"A study of the domestic and external pressures that guide American foreign policy planners. Specific policies toward Russia, West Europe, China, and Latin America will receive special attention."
Political Science (POLS),POLS 4420.  Global Security Policy.  3 Hours.,"The study of the political efforts to deal with threats to world order arising from war, nuclear proliferation, inter- national terrorism, the environment, the economy, and related factors."
Political Science (POLS),POLS 4430.  National Security Administration and Policy.  3 Hours.,"An examination of the organizational dynamics, political features, and policy outcomes of the national security decision-making process. Special attention will be placed on the changing role of the National Security Council."
Political Science (POLS),POLS 4440.  Model United Nations.  3 Hours.,A study of the role of the UN in the world today.  Students will obtain experience in practicing diplomatic skills in a mock setting.  Prepares students to represent accurately a member state of the UN in regional competition.  The course may be taken three times for credit.
Political Science (POLS),POLS 4442.  Model UN II: Negotiation and Diplomacy.  3 Hours.,"Supervised study of the UN, including all aspects of organizing a Model UN conference on campus and participating in the National Model UN Conference.  The course may be taken three times for credit."
Political Science (POLS),POLS 4450.  Comparative Environmental Politics and Policy.  3 Hours.,"A comparative examination of environmental movements, parties, and policies in selected countries and regions of the world.  The course will also focus on cross-national forces such as non-governmental and international regimes."
Political Science (POLS),POLS 4460.  Terrorism and Counter-Terrorism.  3 Hours.,"An examination of the causes, effects, and variations in terrorist activity throughout the world.  The course will also include political psychological, sociological, and medical readings.  The course will also examine approaches, responses, and preventions of terrorism."
Political Science (POLS),POLS 4600.  Government Organization and Administrative Theory.  3 Hours.,"A systematic analysis of theories of organization, management, and administration. Special consideration will be given to institutional, behavioral, and psychological factors."
Political Science (POLS),POLS 4610.  Public Personnel Administration.  3 Hours.,An examination of procedures and problems of governmental personnel administration. Studies of governmental agencies are encouraged to give students first-hand knowledge of governmental personnel administration.
Political Science (POLS),POLS 4620.  Public Finance Administration.  3 Hours.,"A study of the activities involved in the collection, custody, and expenditure of public revenue, such as the assessment and collection of taxes, public borrowing and debt administration, the preparation and enactment of the budget, financial accountability and the audit."
Political Science (POLS),POLS 4630.  Public Marketing and Branding for the Public Sector.  3 Hours.,An overview of public marketing and branding practices that exist in the public sector setting.
Political Science (POLS),POLS 4640.  Urban Politics and Administration.  3 Hours.,An analysis of the governmental function in urban areas. Emphasis is placed on the management role in a political context.
Political Science (POLS),POLS 4650.  Intergovernmental Relations.  3 Hours.,"A study of federal, state, and local governmental interactions, with an emphasis on the implications of these interactions for public management."
Political Science (POLS),POLS 4670.  Quality Management in Public Administration.  3 Hours.,An examination of key current issues in public administra- tion. The course explores the most current literature illum- inating the issues facing public administration in today's demanding environment.
Political Science (POLS),POLS 4700.  Directed Study in Political Science.  1-3 Hours.,Directed readings in selected areas of political science with regular conferences between instructor and students.  The course may be repeated for up to 9 hours of credit if topics are different.
Political Science (POLS),POLS 4700H.  Honors Directed Study in Political Science (Thesis).  1-3 Hours.,"Directed study in selected areas of political science, with regular conferences between instructor and students, leading to the writing of a thesis.  For students in the Political Science Honors Track."
Political Science (POLS),POLS 4820.  Special Topics in U.S. Government and Politics.  3 Hours.,Selected topics of political and current interest in U.S. government and politics.  The course may be repeated for credit if topics are different.
Political Science (POLS),POLS 4820H.  Honors Special Topics in US Government and Politics.  3 Hours.,Special topics in U.S. government and politics for Political Science Honors Track.  May be repeated for credit.
Political Science (POLS),POLS 4830.  Special Topics in Comparative Politics.  3 Hours.,Selected topics of political and current interest in U.S. government and politics.  The course may be repeated for credit if topics are different.
Political Science (POLS),POLS 4830H.  Honors Special Topics in Comparative Politics.  3 Hours.,Special topics in comparative politics for Political Science Honors Track.  May be repeated for credit.
Political Science (POLS),POLS 4831.  Special Topics in EU Politics.  3 Hours.,"A study of selected topics in EU politics.  Topics can include EU law and legal systems, federalism and multi-level governance, EU environmental policy, EU social policy, EU science and technology policy, EU media and communications policy, and European economic and monetary union."
Political Science (POLS),POLS 4840.  Special Topics in International Politics.  3 Hours.,Selected topics of political and current interest in international politics.  The course may be repeated for credit if topics are different.
Political Science (POLS),POLS 4840H.  Honors Special Topics in International Politics.  3 Hours.,Special topics in International politics for Political Science Honors Track.  May be repeated for credit.
Political Science (POLS),POLS 4850.  Special Topics in Political Theory.  3 Hours.,Selected topics of political and current interest in political theory.  The course may be repeated for credit if topics are different.
Political Science (POLS),POLS 4850H.  Honors Special Topics in Political Theory.  3 Hours.,Special topics in political theory for Political Science Honors Track.  May be repeated for credit.
Political Science (POLS),POLS 4860.  Special Topics in Public Administration.  3 Hours.,Selected topics of political and current interest in public administration.  The course may be repeated for credit if topics are different.
Political Science (POLS),POLS 4860H.  Honors Special Topics in Public Administration.  3 Hours.,Special topics in public administration for Political Science Honors Track.  May be repeated for credit.
Political Science (POLS),POLS 4861.  Public Economic Development.  3 Hours.,An examination of local economic development planning.
Political Science (POLS),POLS 4862.  Effective Writing in Public Administration.  3 Hours.,An overview of types of written communications in public administration and effective writing techniques for preparing those documents.
Political Science (POLS),POLS 4863.  Writing and Managing Grants in the Public Sector.  3 Hours.,A study of the different grant types and grant requirements.  Students will identify an organization and consult with the leadership on a grant opportunity.  Students will demonstrate their acquired knowledge through the completion of a grant.
Political Science (POLS),POLS 4864.  Information Management in the Public Sector.  3 Hours.,"An examination of management of information resources within the public sector and the role of e-Government at local, state, federal, and international levels.  Information technology aspects including hardware, software, and systems development will be addressed."
Political Science (POLS),POLS 4865.  Nonprofit Organization Management.  3 Hours.,"Discussion of the vital role played by the nonprofit sector in society by addressing needs that neither business nor government are prepared to fulfill.  Examines the scope, dimensions, and roles of nonprofit organizations, particularly those designated by the IRS as 5019d)(3), in order to understand their distinctive characteristics and functions."
Political Science (POLS),POLS 4866.  Project Management in the Public Sector.  3 Hours.,"An overview of project management with a focus on public sector projects.  Students will learn about project lifecycles including planning, executing, tracking, delivering, and project closure."
Political Science (POLS),POLS 4867.  Public Relations in Public Administration.  3 Hours.,"An exploration of the importance of communication government and its constituents, which promotes the democratic process.  Topics include the role of public information as a communication strategy; the impact of today's technology on public information; crisis and emergency communications; and ethical, legal and political aspects of public communications."
Political Science (POLS),POLS 4868.  Creating and Publishing Public Sector Websites.  3 Hours.,"An examination of website content strategies used by leaders in government, education, nonprofits, and other organizations."
Political Science (POLS),POLS 4900.  Internship in Political Science.  3-12 Hours.,"Supervised study in a structured governmental, political or other suitable environment, as approved by the department. Open to any student, regardless of major. The number of credit hours granted is dependent upon the particular program, academic work, requirements, and nature of participation. If a 6, 9, or 12 hour internship is taken, the student must use those additional hours as elective courses. The student may not use any additional hours above 3 in lieu of a political science course that is part of the major. Graded satisfactory and unsatisfactory."
Psychology (PSYC),PSYC 1101.  Introduction to General Psychology.  3 Hours.,A general survey course designed to introduce the student to fundamental methods and content of contemporary psychology.  PSYC 1101 is required all of Psychology majors.
Psychology (PSYC),PSYC 1101H.  Introduction to General Psychology Honors.  3 Hours.,A general survey course designed to introduce the student to fundamental methods and content of contemporary psychology.  PSYC 1101H substitutes for PSYC 1101.
Psychology (PSYC),PSYC 2100.  Intro to Brain and Behavior.  3 Hours.,"Prerequisite:  PSYC 1101 with a grade of ""C"" or better.  an introduction to the biological aspects of psychology.  This course will provide the foundation for subsequent coursework related to behavioral and cognitive neuroscience."
Psychology (PSYC),PSYC 2103.  Introduction to Human Development.  3 Hours.,"The study of human development across the lifespan, with emphasis on normal growth and achievements in physical, cognitive, social, and emotional domains."
Psychology (PSYC),PSYC 2998.  Entry into Psychology Major.  0 Hours.,"Prerequisite:  Grade of ""C"" or better ENGL 1101, 1102, PSYC 1101, and MATH 1101 or 1111 or 1112 or 1113 or 1401.  Graded ""Satisfactory"" or ""Unsatisfactory"".  A required non-credit course for all incoming psychology majors pursing a VSU-recommended course of study.  The course must be successfully completed prior to admission to the psychology major.  A grade of ""S"" is awarded with a GPA of 2.5, based on 30 earned hours of Core Requirements, including successful completion (""C"" or better) of ENGL 1101, 1102, PSYC 1101, and MATH 1101 or 1111 or 1112 or 1113 or 1401."
Psychology (PSYC),PSYC 3110.  Educational Psychology.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better.  Theory, methodology, and application of psychological principles to issues of teaching and learning with children and youth in schools or other formal learning environments."
Psychology (PSYC),PSYC 3120.  Psychoeducational Aspects of Early Childhood.  3 Hours.,"Prerequisite: PSYC 1101 or PSYC 2103 with a grade of ""C"" or better and ECED 2999 or SPEC 2999, or approval of instructor. Application of psychological principles, theories, and methodologies to issues of physical, cognitive, affective, and social development of the young child in school settings, especially ages three through eight. Successful completion of 20 hours of field experience required."
Psychology (PSYC),PSYC 3130.  Educational Psychology for Teachers of Adults.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better or acceptance to the WED degree program in the College of Education.  Application of psychological principles, theories, and methodologies to issues of teaching and learning for adults."
Psychology (PSYC),PSYC 3200.  Child Psychology.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better. The findings and applications of child psychology in the context of developments in physical, cognitive, social, and emotional domains."
Psychology (PSYC),PSYC 3210.  Adolescent and Young Adult Psychology.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better. The findings and applications of adolescent and young adult psychology in the context of developments in physical, cognitive, social and emotional domains."
Psychology (PSYC),PSYC 3220.  Adult Psychology and Gerontology.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better. The findings and applications of middle-age and older adult psychology in the context of developments in physical, cognitive, social, and emotional domains."
Psychology (PSYC),PSYC 3300.  Introduction to Behavior Modification.  3 Hours.,"Prerequisite:  PSYC 1101 with a grade of ""C"" or better.  Concepts of human capacity to learn new behaviors that lead to improved coping in changing circumstances.  Emphasis is on procedures associated with classical and operant conditioning.  A field-based behavior modification experiment is required of all students."
Psychology (PSYC),PSYC 3400.  Abnormal Psychology.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better. The nature and etiology of the various forms of behavior disorder, mental deficiency, and other deviations."
Psychology (PSYC),PSYC 3450.  Theories of Personality.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better. Introduction to the nature, study, and conceptualization of personality. Historical and contemporary theoretical perspectives of personality will be critically examined, and applications will be discussed."
Psychology (PSYC),PSYC 3500.  Statistical Methods in Psychology.  3 Hours.,"Prerequisite:  Grade of ""S"" in PSYC 2998 and PSYC 1101 with a grade of ""C"" or better.  Univariate and bivariate statistical methods for research in the behavioral sciences."
Psychology (PSYC),PSYC 3600.  Experimental Psychology.  3 Hours.,"Prerequisite: PSYC 1101 and PSYC 3500 with grade of ""C"" or better. An introduction to scientific/experimental research methods used in the study of behavior."
Psychology (PSYC),PSYC 3680.  Psychology of Motivation.  3 Hours.,"Prerequisite:  PSYC 1101 with a grade of ""C"" or better.  Explores selection and avoidance behaviors in theoretical, systemic, and biological context.  The impact of motivation principles on human and animal decision making and survival will be examined."
Psychology (PSYC),PSYC 3700.  Rehabilitation Psychology.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better. The study of adults with disabilities and the vocational rehabilitation process, including program characteristics, outcomes, independent living, and community integration."
Psychology (PSYC),PSYC 3710.  Social Psychology.  3 Hours.,"Prerequisite: PSYC 1101 with a grade ""C"" or better. The study of how one's thoughts, feelings, and behaviors are influenced by others. Theoretical and practical applications are discussed."
Psychology (PSYC),PSYC 3800.  Industrial/Organizational Psychology.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better. Theory and application of psychological principles to industrial and organizational settings."
Psychology (PSYC),PSYC 3850.  Psychology and Law.  3 Hours.,"Prerequisite:  PSYC 1101 with a grade of ""C"" or better.  An introduction to the intersection between the legal and mental health systems.  Emphasis is placed on how psychologists interact with, and operate within, the legal system."
Psychology (PSYC),PSYC 3900.  Tests and Measurements.  3 Hours.,"Prerequisite: PSYC 3500 with a grade of ""C"" or better. Principles, techniques, and theory underlying construction and use of tests for educational and psychological measurement."
Psychology (PSYC),PSYC 3950.  Applied Topics in Psychology.  3 Hours.,"Prerequisite:  PSYC 1101 with a grade of ""C"" or better.  Examination of topical and applied issues in psychology, including contemporary attitudes, knowledge, and research.  May be repeated for a maximum of 6 hours credit."
Psychology (PSYC),PSYC 4000.  Cognitive Psychology.  3 Hours.,"Prerequisite: PSYC 3600 with a grade of ""C"" or better.. A survey of the cognitive processes, including topics on attention, memory, language, imagery, problem solving, intelligence, and neurocognition.  Data collection required."
Psychology (PSYC),PSYC 4025.  Human Memory.  3 Hours.,"Prerequisite:  PSYC 3600 with a grade of ""C"" or better.  An overview of the scientific approach to the study of human memory, including short/working and long-term memory, memory encoding and retrieval, a survey of the different models of memory, as well as survey of the neuropsychology of memory."
Psychology (PSYC),PSYC 4050.  Psychology of Learning.  3 Hours.,"Prerequisite: PSYC 3600 with grade of ""C"" or better. An introduction to the basic principles of human and animal learning, memory, and problem solving."
Psychology (PSYC),PSYC 4100.  Physiological Psychology.  3 Hours.,"Prerequisite: PSYC 3600 with a grade of ""C"" or better. An introduction to the structure and function of the human nervous system and its relation to behavior."
Psychology (PSYC),PSYC 4150.  Sensation and Perception.  3 Hours.,"Prerequisite: PSYC 3600 with a grade ""C"" or better. An overview of the physiology of the senses and how sensory information is integrated so perception can occur. Laboratory experiments included."
Psychology (PSYC),"PSYC 4170.  Drugs, Mental Health, and Behavior.  3 Hours.","Prerequisites:  PSYC 1101 with a grade of ""C"" or better and senior standing or permission of instructor.  Introduction to the principles of psychopharmacology with a focus on recreational substances and drugs used in the treatment of psychiatric and behavioral disorders."
Psychology (PSYC),PSYC 4400.  Psychology of Gifted and Talented.  3 Hours.,"Prerequisite:  PSYC 3600 with a grade of ""C"" or better or SPEC 3000.  Exploration of the psychological nature and needs of gifted and talented individuals, including characteristics, identification, family, underachievement, twice/multi-exceptional, gender, diversity, curriculum and instructional strategies, assessment, and evaluation."
Psychology (PSYC),PSYC 4450.  Treatment of Addictions.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better.  Coverage of the impact chemical dependency may have on individuals, families, and American society.  Diagnosis of substance abuse, models of treatment, and treatment planning will be key elements of the course."
Psychology (PSYC),PSYC 4500.  Special Topics in Psychology.  3 Hours.,"Prerequisite: PSYC 3600 with a grade ""C"" or better and Senior standing, or permission of instructor.  Issues of topical importance in psychology are explored. May be repeated for a maximum of 6 hours credit in the major."
Psychology (PSYC),PSYC 4600.  Psychology of Sex.  3 Hours.,"Prerequisite:  PSYC 3600 with a grade of ""C"" or better.  A survey course examining contemporary knowledge and attitudes toward human sexuality relying on theoretical and empirical research.  Emphasis is placed on the analysis and synthesis of research on sexuality in the context of current social and cultural influences."
Psychology (PSYC),PSYC 4800.  Introduction to Clinical Practices.  3 Hours.,"Prerequisite: PSYC 3400 and either PSYC 3600 or 3900 all with a ""C"" or better.. An overview of the clinical activities involved in the provision of mental health services. Diagnostic and therapeutic practices are presented along with current clinical issues."
Psychology (PSYC),PSYC 4850.  Directed Study in Psychology.  3 Hours.,"Prerequisite: PSYC 1101 with a grade of ""C"" or better and Approval of instructor and Head of the Department. Individualized study of an existing course not offered during the particular semester needed."
Psychology (PSYC),PSYC 4870.  Workshop in Applied Psychology.  1-3 Hours.,Prerequisite: Approval of advisor and Head of the Department.  An intensive study of a topic relevant to applied psychology services provision. May be repeated for a maximum of 6 hours credit.
Psychology (PSYC),PSYC 4900.  History of Psychology.  3 Hours.,"Prerequisite: Senior standing and PSYC 3600 with a grade ""C"" or better. Traces the origins of psychology from philosophy and physiology and its development into the science psychology is today."
Psychology (PSYC),PSYC 4950.  Senior Seminar.  3 Hours.,"Prerequisite: Senior standing and PSYC 3600 with a grade ""C"" or better. Students will explore the diverse career options, debate various controversial issues, and discuss other select topics of current concern in the field of psychology."
Psychology (PSYC),PSYC 4991.  Senior Thesis I.  1 Hour.,"Prerequisite: ""B"" or better in PSYC 3500 and PSYC 3600, con- sent of instructor and junior standing. A multi-semester course during which the student will develop, conduct, and write up a novel psychological study."
Psychology (PSYC),PSYC 4992.  Senior Thesis II.  1 Hour.,"Prerequisite: ""B"" or better in PSYC 3500 and PSYC 3600, consent of the instructor and junior standing. A multi-semester course during which the student will develop, conduct and write up a novel psychological study."
Psychology (PSYC),PSYC 4993.  Senior Thesis III.  1 Hour.,"Prerequisite: ""B"" or better in PSYC 3500 and PSYC 3600, con- sent of instructor and junior standing. A multi-semester course during which the student will develop, conduct, and write up a novel psychological study."
Public Relations (PREL),PREL 2000.  Introduction to Public Relations.  3 Hours.,Prerequisites: Sophomore standing.  The first course in public relations dealing with concepts of communicating with various publics.
Public Relations (PREL),PREL 3210.  Strategic Design for Public Relations.  3 Hours.,"Prerequisites:  COMM 1500, 1800, and PREL 2000.  Exploration of the basics of design, color, and type to a wide variety of strategically aligned print applications."
Public Relations (PREL),PREL 3220.  Strategic Writing for Public Relations.  3 Hours.,"Prerequisites:  COMM 1800, PREL 2000, and JOUR 3510.  A study of the writing of public relations materials for print, broadcast, and electronic media."
Public Relations (PREL),PREL 3230.  Public Relations Case Studies.  3 Hours.,"Prerequisite:  COMM 3031 and PREL 2000.  Use of public relations case studies to explore legal and ethical issues, public relations theory, and best practices for developing a variety of relationships with targeted publics."
Public Relations (PREL),PREL 3240.  Strategic Design for Digital Media.  3 Hours.,Prerequisite:  PREL 3210.  Electronic applications in public relations including online media design.
Public Relations (PREL),PREL 3250.  Public Relations in Health Care.  3 Hours.,"Prerequisites:  PREL 2000 or Health Communication Minor.  Introduction to the use of public relations planning and techniques in health promotion, education, and relationship management."
Public Relations (PREL),PREL 4200.  Public Relations Research.  3 Hours.,"Prerequisites:  COMM 3111, COMM 3112, and PREL 2000.  Applications of theory and practice in public relations research."
Public Relations (PREL),PREL 4220.  Integrated Communication.  3 Hours.,"Prerequisites:  PREL 3240.  Study of how public relations, marketing, and advertising work together to achieve strategic goals through the creative use of tools, tactics, objectives, goals, and media planning in public relations and all other communication activities."
Public Relations (PREL),PREL 4230.  Public Relations Capstone.  3 Hours.,"Prerequisites:  PREL 3220, and PREL 4200.  Development of public relations programs and campaigns for organizations."
Public Relations (PREL),PREL 4600.  Special Topics in Public Relations.  3 Hours.,"Study of specialized public relations theories, contexts, and processes.  May be repeated for credit when topics differ."
Public Relations (PREL),PREL 4610.  Directed Study in Public Relations.  3 Hours.,Prerequisite:  Approval of supervising instructor and Department Head.  An exploration of topics outside the prescribed curriculum of public relations.  Topics assigned by instructor.  May be repeated for credit when topics differ.
Public Relations (PREL),PREL 4670.  Internship in Public Relations.  3-9 Hours.,"Prerequisite:  Completion of Communication Core, COOP 1100, and PREL 3220.  Graded ""Satisfactory"" or ""Unsatisfactory"".  Apprenticeship or internship in public relations environments."
Reading Education (READ),READ 0099.  Developmental Reading.  4 Hours.,Basic reading skills for students who have not demonstrated a level of reading ability sufficient for college work.
Reading Education (READ),READ 3200.  Integrating Literature and the Fine Arts in the Teaching of Reading.  3 Hours.,Prerequisite:  ECED 2999 or SPEC 2999.  An integrated approach to the teaching of reading that incorporates aesthetic appreciation and creative expression.  Emphasis is placed on methods for using children's literature and the fine arts to develop life-long readers.
Reading Education (READ),READ 3500.  Teaching Children to Read in the Primary Grades.  3 Hours.,"Prerequisite:  ECED 2999 or SPEC 2999.  This is a check-point course, and check-point requirements must be met.  An introduction to methods of teaching young children to read with an emphasis on balanced reading instruction. Major topics include building a literacy foundation, phonic and contextual analysis, comprehension instruction, and guided reading instruction."
Reading Education (READ),READ 4030.  Directed Study in Reading.  3 Hours.,Prerequisite: Consent of the Department Head. An opportunity for intensive individual study in the student's field of specialization.
Reading Education (READ),READ 4100.  Assessment and Correction of Reading Difficulties.  3 Hours.,"Prerequisites: READ 3500.  Emphasizes diagnostic and assessment strategies for corrective instruction with young children experiencing moderate difficulty in learning to read. Includes causes of reading disability, methods of diagnosis, and procedures for group and individual remedial work."
Reading Education (READ),READ 4200.  Reading and Writing to Learn in the Intermediate Grades.  3 Hours.,"Prerequisite:  READ 3500.  Teaching strategies for comprehending and composing expository text.  Emphasis is placed on teaching reading and writing across the content areas in grades 3-5.  Motivating students to read and write; developing vocabulary, comprehension strategies, higher level thinking, and study skills; and utilizing technology will be addressed in relation to reading and writing expository text."
Reading Education (READ),READ 4550.  Reading in the Content Areas (Middle and Secondary Education).  3 Hours.,"The simultaneous teaching of reading skills and course con- tent. Emphasis is placed on preparing students for content area reading assignments, providing support during reading, and promoting higher level thinking. Motivating students to read widely and developing vocabulary, reading comprehen- sion, and study skills will be dealt with in relation to the content areas."
Reading Education (READ),READ 4560.  Reading Theory and Current Issues.  3 Hours.,"Review of the major research, theories, and current issues in reading.  Reading research findings will be applied to classroom instruction."
Reading Education (READ),READ 4570.  Integrating Reading Assessment and Instruction in the Classroom.  3 Hours.,"Planning and management of classroom literacy events based on assessment information.  Emphasis includes an examination of ways of recording, and analyzing, using assessment information in daily classroom instruction and differentiating instruction to meet the needs of students from varying cultural, psychological, and linguistic background."
Religious Studies (REL),REL 2010.  Introduction to Religion and Culture.  3 Hours.,"An analysis of how different religions respond to a variety of human issues such as marriage and family, war and peace, gender roles, poverty, child labor, and increasing globalization."
Religious Studies (REL),REL 2020.  World Religions.  3 Hours.,"A study of the major religious traditions in their historical and cultural contexts.  Concepts of the Holy, sacred stories, rituals, symbols, ethical codes, and sacred communities are examined in pre-literate cultures, Hinduism,  Buddhism, Taoism, Confucianism, Judaism, Christianity, and Islam."
Religious Studies (REL),REL 2020H.  Honors World Religions.  3 Hours.,"An enriched study of the major religious traditions in their historical and cultural contexts.  Concepts of the Holy, sacred stories, rituals, symbols, ethical codes, and sacred communities are examined in pre-literate cultures, Hinduism, Buddhism, Taoism, Confucianism, Judaism, Christianity, and Islam.  A research component is selected from a variety of options relevant to the world's religions."
Religious Studies (REL),REL 3030.  African to African American Philosophy and Religious Studies.  3 Hours.,"Also offered as PHIL 3030, REL 3030, and NAIS 3030.  An examination of philosophies and religious traditions which begin in Africa and move through the Caribbean into the Americas.  The course emphasizes ontological and epistemological themes that begin in Africa and cross the Atlantic as well as Indigenous African influences in the philosophies and relgions of the Caribbean and the Americas."
Religious Studies (REL),REL 3240.  Philosophy of Sex.  3 Hours.,Also offered as PHIL 3240 and WGST 3240.  An examination of the historic and current definitions and scholarly trends involving human sexuality.  Religious and philosophical constructs in both Western and non-Wester cultures will be emphasized.
Religious Studies (REL),REL 3300.  Philosophy of Religion.  3 Hours.,The study of basic problems of religious belief and critical analysis of proposed solutions to these problems.
Religious Studies (REL),REL 3330.  New Testament.  3 Hours.,"A general academic introduction to the history, thought and literature of the New Testament, and to some of the major problems addressed in the area of New Testament studies."
Religious Studies (REL),REL 3340.  Old Testament/Hebrew Bible.  3 Hours.,"A presentation of the principle characters, events, social structures and theological perspectives reflected in texts of the Hebrew Bible. Old Testament/Hebrew Bible introduces methods and interpretive frameworks shaped by current biblical scholarship."
Religious Studies (REL),REL 3400.  Existentialism.  3 Hours.,"The study of some of the principal existentialist thinkers such as Kieregaard, Nietzsche, Sarte, Heidegger, Simone de Beauvoir, Camus, Buber, and Jaspers.  Also offered as PHIL 3400."
Religious Studies (REL),REL 3500.  Women and Gender in Early Christianity.  3 Hours.,"Also offered as WGST 3500.  A study of images and representations of women and gender in the New Testament and other early Christian texts including apocrypha, pseudepigrapha, and Gnostic writings with special attention paid to historical and contemporary significance."
Religious Studies (REL),REL 3505.  Varieties of Early Christianity.  3 Hours.,A study of variety of early Christian thought and practice in the first three centuries of the Common Era with a focus on an examination of extra-canonical literature.
Religious Studies (REL),REL 3510.  Judaism.  3 Hours.,"An inquiry that examines historical and cultural implications of the diaspora from the post-biblical period in Judaism to the present.  The course addresses sacred texts, significant figures and the influence of social and political change on the integrity and perseverance of this tradition."
Religious Studies (REL),REL 3520.  Islam.  3 Hours.,"An introduction to Islam from its inception in the 7th century to the present.  This inquiry examines historical and social dimensions of Islam in several geographic and cultural contexts including major contributions to western civilization.  The study of principal figures, sacred texts and traditions will familiarize students with the basic features of this world religion."
Religious Studies (REL),REL 3530.  Christian Ethics.  3 Hours.,"Classical and contemporary sources, methods, and norms evident in a variety of approaches to Christian ethics such as Biblical ethics, feminist ethics, Catholic and Protestant social teachings, and liberation theology.  Applies the social teachings of Christian traditions to relevant issues in social ethics today."
Religious Studies (REL),REL 3540.  Ecology and World Religions.  3 Hours.,"Also offered as PHIL 3540.  An exploration of how Eastern and Western religious traditions address the question of the environment.  This study will include the relationship of harmony with nature found in indigenous cultures, such as Native Americans and Aborigines, and will also emphasize the reading of contemporary ecological spiritualties."
Religious Studies (REL),REL 3600.  Women and Religion.  3 Hours.,"Also offered as WGST 3600.  An introduction to historical, theological, spiritual and liturgical dimensions of women's experience within religious traditions.  Research opportunities increase students' awareness of the implication of gender as an interpretive category in religion."
Religious Studies (REL),REL 3610.  Native American Thought.  3 Hours.,"Also offered as PHIL 3610 and NAIS 3610.  A study of Native American cultures in the areas of epistemology, ontology, metaphysics, religion, and spirituality.  The course will examine historic and current trends related to the interaction between Native American and Western cultures."
Religious Studies (REL),REL 3620.  Post Colonization Issues in Indigenous Cultures.  3 Hours.,"Also offered as PHIL 3620 and NAIS 3620.  An examination of post-colonial issues in Indigenous cultures throughout the world.  The course will focus on the individual and academic voices of Indigenous people.  Attention will be given to issues of epistemology, ontology, metaphysics, religion, spirituality, ethics and a range of social and political issues."
Religious Studies (REL),REL 3630.  Native American Women.  3 Hours.,"Also offered as PHIL 3630 or WGST 3630 or NAIS 3630.  An examination of the contributions of North and South American Indigenous women in the areas of epistemology, ontology, metaphysics, religion, spirituality, and ethics.  The course will include a range of Indigenous cultures, such as Alaskan, Hawaiian, and Pacific and Atlantic islanders and will explore the issues faced by Indigenous women in the Western hemisphere."
Religious Studies (REL),REL 3640.  Alternative Religions of the World.  3 Hours.,"Also offered as NAIS 3640.  An examination of the religions of the world not typically counted among the major world religions.  The course will include the religions of Africa, South America, the Pacific and Atlantic islanders, and Wiccan and Neo-Pagan religions.  The focus will be on the traditions as they are expressed and experienced by the followers of the religions."
Religious Studies (REL),REL 3650.  Mysticism and Social Justice.  3 Hours.,Also offered as PHIL 3650.  An examination of the link between mysticism and social justice through selected writings of Western and Eastern mystical thinkers.  The course will explore the historical and social contexts that gave rise to these mystical theologies and the personal and social commitment to integrate the contemplative life and the active life.
Religious Studies (REL),REL 3700.  Buddhism.  3 Hours.,"An exploration of major historical, cultural, and philosophical developments of the Buddhist tradition from its inception in 5th century B.C.E. India to its flourishing in modern times.  Buddhist teachings, texts, and practices in Theravada, Mahayana, and Zen contexts are examined.  Also offered as PHIL 3700."
Religious Studies (REL),REL 3710.  Hinduism.  3 Hours.,"An exploration of major historical, cultural, and philosophical developments of the Hindu tradition from its inception in 2300 B.C.E. India to its flourishing in modern times.  Hindu teachings, texts, cosmology, ritual, symbolic expression, and ethical practices will be explored.  Also offered as PHIL 3710."
Religious Studies (REL),"REL 3800.  Philosophy, Religion and Film.  3 Hours.","Also offered as PHIL 3800.  A study of the role of film in culture.  This explores social context, religious themes, symbols, motifs, and images through screenings of films combined with an introduction to the growing literature on religion, ethics, and film."
Religious Studies (REL),REL 4700.  Topics in Religious Studies.  1-3 Hours.,A forum for dialogue and discourse on a variety of timely issues in Religious Studies.  The course reflects interests and concern of faculty and students by addressing particular subjects that relate the nexus of religion and human experience.  May be repeated for up to 9 hours of credit when topics differ.
Religious Studies (REL),REL 4710.  Directed Study in Religious Studies.  1-3 Hours.,An individual study of a special area of religious studies under supervision of instructor.  May be repeated for up to 6 hours of credit when topics differ.
Religious Studies (REL),REL 4920.  Senior Capstone Course.  3 Hours.,"A capstone course for senior students in the Department of Philosophy who are taking the Religious Studies track.  It includes individual research on selected themes, presented by students to their peers and to the Philosophy and Religious Studies faculty."
